title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
Sydney Endocrine Specialists,3.8,47,21 Meryla St,Burwood,New South Wales,AU,http://www.sydneyendocrinespecialists.com/,+61 2 9744 8470,Endocrinologist,https://www.google.com/maps/search/?api=1&query=Sydney%20Endocrine%20Specialists&query_place_id=ChIJ_____9y6EmsRYaBQiQHmawg
Dr. Justine O’Hara at Plastic Surgery Collective,4.9,36,9/50 Victoria Rd,Drummoyne,New South Wales,AU,https://www.drjustineohara.com.au/,+61 2 8551 9800,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Justine%20O%E2%80%99Hara%20at%20Plastic%20Surgery%20Collective&query_place_id=ChIJ8SMKJWquEmsRy4uQquO4tT0
Géniale,4.5,211,137 Victoria Rd,Drummoyne,New South Wales,AU,https://geniale.com.au/,+61 2 9181 3999,Medical Center,https://www.google.com/maps/search/?api=1&query=G%C3%A9niale&query_place_id=ChIJmc5sDJOvEmsRcZb8W53lcXk
East Sydney Private Hospital,4.2,125,75 Crown St,Woolloomooloo,New South Wales,AU,http://www.eastsydneyprivatehospital.com/,+61 2 9001 2000,Hospital,https://www.google.com/maps/search/?api=1&query=East%20Sydney%20Private%20Hospital&query_place_id=ChIJ27QwtZ-vEmsR7KdWC4C4QQ0
Dr Michael Zacharia - Facelift Sydney,4.6,157,Level 1/424 New South Head Rd,Double Bay,New South Wales,AU,http://www.faceliftplasticsurgery.com.au/,+61 2 9192 1600,Otolaryngologist,https://www.google.com/maps/search/?api=1&query=Dr%20Michael%20Zacharia%20-%20Facelift%20Sydney&query_place_id=ChIJW3LzovCtEmsRUI2mNOhZvlE
Dr Kelly Thornbury,5,73,suite 2 level 1/15 Cross St,Double Bay,New South Wales,AU,https://www.drkellythornbury.com.au/,+61 2 7201 0777,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Kelly%20Thornbury&query_place_id=ChIJRe9IuEi5EmsRBvQ-t_5KsHQ
Zen Medispa,4.9,82,Level 1/116 Burwood Rd,Burwood,New South Wales,AU,http://www.zenmedispa.com.au/,+61 2 9747 1669,Surgeon,https://www.google.com/maps/search/?api=1&query=Zen%20Medispa&query_place_id=ChIJbUC52tq6EmsRJMBa6dZRfVg
"Dr. Umed Cosmetics - Laser Skin Treatment, Cosmetic & Body Clinic",4.4,59,110 Great N Rd,Five Dock,New South Wales,AU,https://www.drumedcosmetics.com.au/,+61 407 194 519,Skin care clinic,https://www.google.com/maps/search/?api=1&query=Dr.%20Umed%20Cosmetics%20-%20Laser%20Skin%20Treatment%2C%20Cosmetic%20%26%20Body%20Clinic&query_place_id=ChIJMdM0qfelEmsRFGcE2hx2_E0
MyHealth1st,5,1,603/1 Newland St,Bondi Junction,New South Wales,AU,http://www.myhealth1st.com.au/,+61 1300 266 517,Health consultant,https://www.google.com/maps/search/?api=1&query=MyHealth1st&query_place_id=ChIJeS2-9oavEmsRUzlnsrXgMe4
SMS Healthcare,,0,Mezzanine/580 George St,Sydney,New South Wales,AU,https://www.smshealthcare.com.au/,+61 1300 001 767,Medical group,https://www.google.com/maps/search/?api=1&query=SMS%20Healthcare&query_place_id=ChIJRUydLFWvEmsRiHRC3i04HOU
Healthcare Professionals Group,4.5,15,14/111 Elizabeth St,Sydney,New South Wales,AU,http://www.hpgconnect.com/,,Employment agency,https://www.google.com/maps/search/?api=1&query=Healthcare%20Professionals%20Group&query_place_id=ChIJXeVBkdyvEmsR2fO9IgguogM
Dr. Michael Miroshnik,4.9,149,701/28 Spring St,Bondi Junction,New South Wales,AU,http://www.drmiroshnik.com.au/,+61 2 9389 8108,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Michael%20Miroshnik&query_place_id=ChIJv-56g92tEmsR7VXsSXlCXAU
A/Prof Carlo Pulitano,5,12,"Chris O’Brien Lifehouse, 119-143 Missenden Rd",Camperdown,NSW,AU,http://www.drpulitano.com.au/,+61 2 9517 2020,Surgeon,https://www.google.com/maps/search/?api=1&query=A%2FProf%20Carlo%20Pulitano&query_place_id=ChIJu72BS2qxEmsRrIuIr5sJ9Ko
Forme Institute,,0,"Westfield Tower 2 Suite 1305, Level 13/101 Grafton St",Bondi Junction,NSW,AU,https://www.formeinstitute.com/,+61 1800 849 101,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Forme%20Institute&query_place_id=ChIJcQjk_qqtEmsRc7utqQm-GJY
Dr Anthony Barker,4.9,50,,,,,https://dranthonybarker.com.au/,+61 1300 987 001,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Anthony%20Barker&query_place_id=ChIJY4NYpSCS7Q8RjW921QSYDuw
Dr David Samra,4.9,89,121 Norton St,Leichhardt,New South Wales,AU,https://www.progressivespecialists.com.au/,+61 2 8540 8019,Sports medicine physician,https://www.google.com/maps/search/?api=1&query=Dr%20David%20Samra&query_place_id=ChIJt6amBCCxEmsR6UePEGi895s
Sydney Breast & Cosmetic Surgery,5,22,"East Sydney Private Suites, Suite 2 Level 5/75 Crown St",Woolloomooloo,New South Wales,AU,https://www.sydneybreastandcosmeticsurgery.com.au/,+61 1300 727 287,Surgeon,https://www.google.com/maps/search/?api=1&query=Sydney%20Breast%20%26%20Cosmetic%20Surgery&query_place_id=ChIJE-Z8of-vEmsRwtyh7aqDno8
Arys Health,3.4,178,Suite 12 Level 7/428 George St,Sydney,New South Wales,AU,https://www.aryshealth.com.au/,+61 2 8188 2299,Medical Center,https://www.google.com/maps/search/?api=1&query=Arys%20Health&query_place_id=ChIJfVxy2z2uEmsRBxGiCUYnTHk
Dr Fadil Khaleal,4.6,16,17/20-24 Castlereagh St,Penrith,New South Wales,AU,http://sydneymetabolicsurgery.com.au/,+61 2 9199 8040,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Fadil%20Khaleal&query_place_id=ChIJWeLu14qFEmsRFatTfV5QTtU
Dr Gavin Sandercoe,4.9,85,10 Norbrik Dr,Bella Vista,New South Wales,AU,http://www.drgavinsandercoe.com.au/,+61 1300 112 358,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Gavin%20Sandercoe&query_place_id=ChIJL0Ao86qYEmsR6dPn38UHp1M
The Vein Institute Sydney - Varicose Vein Specialists,4.7,126,"of Elizabeth and, Shop 2B 227 Elizabeth Street Corner, Bathurst St",Sydney,NSW,AU,https://www.theveininstitute.com.au/varicose-vein-treatment-sydney/?utm_source=gmb&utm_medium=sydney,+61 420 102 637,Medical group,https://www.google.com/maps/search/?api=1&query=The%20Vein%20Institute%20Sydney%20-%20Varicose%20Vein%20Specialists&query_place_id=ChIJWUqfHNC6EmsRGPG-RAYHZ3c
Dr Kourosh Tavakoli,4.9,114,Suite 1 Level 1/376 New South Head Rd,Double Bay,New South Wales,AU,https://www.drtavakoli.com.au/,+61 1300 368 107,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Kourosh%20Tavakoli&query_place_id=ChIJaUx2KOCtEmsRULZnf9QH_mo
Verve Cosmetic Clinic,4.6,22,Unit 1/202 Jersey Rd,Woollahra,New South Wales,AU,https://www.vervecosmeticclinic.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+61 2 9363 2224,Surgeon,https://www.google.com/maps/search/?api=1&query=Verve%20Cosmetic%20Clinic&query_place_id=ChIJ3YrtLuOtEmsRtsinqMMOWrc
Integrated Health Institute,5,1,Level 5/75 Crown St,Woolloomooloo,New South Wales,AU,https://integratedhealthinstitute.com.au/,+61 1300 017 888,Medical Center,https://www.google.com/maps/search/?api=1&query=Integrated%20Health%20Institute&query_place_id=ChIJK9vHy5WvEmsRUmarP_rxEtA
Rapid Path to Treatment,,0,Level 5/75 Crown St,Woolloomooloo,New South Wales,AU,https://rapidpathtotreatment.com.au/,+61 1800 167 846,Hospital,https://www.google.com/maps/search/?api=1&query=Rapid%20Path%20to%20Treatment&query_place_id=ChIJwQBd99yvEmsR4N_7OYjgfpg
St Vincent's Clinic,3.3,51,438 Victoria St,Darlinghurst,New South Wales,AU,https://stvincentsclinic.com.au/,+61 2 8382 6222,Medical clinic,https://www.google.com/maps/search/?api=1&query=St%20Vincent's%20Clinic&query_place_id=ChIJbZZeexCuEmsR5Z-S7V_Xxhs
Harding Podiatry - Sydney Academy of Sport,5,105,"Sydney Academy of Sport and Recreation, Wakehurst Pkwy",Narrabeen,New South Wales,AU,https://hardingpodiatry.com.au/,+61 2 9971 1188,Podiatrist,https://www.google.com/maps/search/?api=1&query=Harding%20Podiatry%20-%20Sydney%20Academy%20of%20Sport&query_place_id=ChIJPVO-MQCrEmsRca8fBLToRFk
The Kinghorn Cancer Centre,4.9,21,370 Victoria St,Darlinghurst,New South Wales,AU,http://tkcc.org.au/contact-us/,+61 2 9355 5600,Cancer treatment center,https://www.google.com/maps/search/?api=1&query=The%20Kinghorn%20Cancer%20Centre&query_place_id=ChIJd5p20BGuEmsR1MP3UJj3_gc
title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
L2 Skin & Beauty Clinics｜澳洲连锁医美中心L2 Glen店,5,20,"235, Shop G/057 Springvale Rd",Glen Waverley,VIC,AU,,+61 421 799 788,Beauty salon,https://www.google.com/maps/search/?api=1&query=L2%20Skin%20%26%20Beauty%20Clinics%EF%BD%9C%E6%BE%B3%E6%B4%B2%E8%BF%9E%E9%94%81%E5%8C%BB%E7%BE%8E%E4%B8%AD%E5%BF%83L2%20Glen%E5%BA%97&query_place_id=ChIJgS-o1Ds_1moRNZyvy9RngaI
Aesthetik Profile - Dr Carmen Munteanu,5,4,246 Mitcham Rd,Mitcham,Victoria,AU,https://drcarmen.com.au/,+61 3 9852 0545,Plastic surgery clinic,https://www.google.com/maps/search/?api=1&query=Aesthetik%20Profile%20-%20Dr%20Carmen%20Munteanu&query_place_id=ChIJAQC8Kxs51moRaUyzkQgtRWk
Healthy Movers Exercise Physiology,5,49,1535 Centre Rd,Clayton,Victoria,AU,http://healthymovers.com.au/,+61 418 673 629,Health consultant,https://www.google.com/maps/search/?api=1&query=Healthy%20Movers%20Exercise%20Physiology&query_place_id=ChIJqyKnoStr1moR_PJKEqZBXy0
Evolve Performance Method,5,30,255 Colchester Rd,Kilsyth South,Victoria,AU,https://www.epmcoaching.com.au/,,Personal trainer,https://www.google.com/maps/search/?api=1&query=Evolve%20Performance%20Method&query_place_id=ChIJTcSCHS071moR2evT4rFivcc
My Body Vibes Eastland,4.7,104,"Eastland Shopping Centre, Shop 2085, Lvl, 2",Ringwood,Victoria,AU,https://www.mybodyvibes.com.au/eastland-cosmetic-clinic,+61 1300 722 911,Beauty salon,https://www.google.com/maps/search/?api=1&query=My%20Body%20Vibes%20Eastland&query_place_id=ChIJfx-ZalA71moRuq3pXA-Roys
Dr Sean Mackay,4,8,"Suite 9.5, Level 9/25 Nelson Rd",Box Hill,Victoria,AU,http://seanmackay.com.au/,+61 3 9896 5999,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Sean%20Mackay&query_place_id=ChIJsYTrobZA1moRWYZpNvo5-qE
Glen Iris Private,4.7,26,314 Warrigal Rd,Glen Iris,Victoria,AU,https://curagroup.com.au/hospital/glen-iris-private/,+61 3 8808 2300,Private hospital,https://www.google.com/maps/search/?api=1&query=Glen%20Iris%20Private&query_place_id=ChIJKbWbNjVA1moRZT6u3HTVrfQ
MMC Belgrave,3.7,33,1592 Burwood Hwy,Belgrave,Victoria,AU,https://mmcbelgrave.com.au/,+61 3 8288 1350,Medical Center,https://www.google.com/maps/search/?api=1&query=MMC%20Belgrave&query_place_id=ChIJRxPMoA0j1moRZ8YPHcPchl4
Conquer Allied Health,5,21,11 Wray Cres,Mount Evelyn,Victoria,AU,https://www.conqueralliedhealth.com.au/,+61 3 8203 2814,Rehabilitation center,https://www.google.com/maps/search/?api=1&query=Conquer%20Allied%20Health&query_place_id=ChIJtVVHnx8v1moRONm4gJTML6Q
Dr Carmen Munteanu - Plastic Surgeon - FRACS (Plast),4.6,41,246 Mitcham Rd,Mitcham,Victoria,AU,http://www.drcarmen.com.au/,+61 3 9852 0545,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Carmen%20Munteanu%20-%20Plastic%20Surgeon%20-%20FRACS%20(Plast)&query_place_id=ChIJE9znKwtH1moR1Aam1gLJFs8
Sahanro Ayurvedic Wellness Centre,4.9,291,392 Blackburn Rd,Burwood East,Victoria,AU,https://www.sahanro.com.au/,+61 3 9886 6460,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Sahanro%20Ayurvedic%20Wellness%20Centre&query_place_id=ChIJGVTnbZ0_1moRBrEf29wlcEQ
Dr Rebecca Wyten - Specialist Plastic Surgeon,5,20,260 Mitcham Rd,Mitcham,Victoria,AU,https://drrebeccawyten.com.au/,+61 3 9018 4087,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Rebecca%20Wyten%20-%20Specialist%20Plastic%20Surgeon&query_place_id=ChIJjzi5GYBB1moRnDdiA8NRnZs
Dr Nam Anavekar,4.9,86,26 Manningham Rd,Bulleen,Victoria,AU,http://www.namanavekar.com.au/,+61 3 9075 0005,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Nam%20Anavekar&query_place_id=ChIJH8TJ9D9H1moRbtRP7zPSrA8
Medmate - Your Online Home For Healthcare 24/7,4.5,1490,44 Lakeview Dr,Scoresby,Victoria,AU,https://medmate.com.au/,+61 1300 858 909,Medical Center,https://www.google.com/maps/search/?api=1&query=Medmate%20-%20Your%20Online%20Home%20For%20Healthcare%2024%2F7&query_place_id=ChIJtaAP5Q5B1moRYopUN57ggUE
A/Prof. Dean White Plastic Surgery Melbourne,4.8,26,"The Avani Building, Suite 1, Level 1/12 Nelson Rd",Box Hill,Victoria,AU,https://deanwhite.com.au/,+61 3 9895 7631,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=A%2FProf.%20Dean%20White%20Plastic%20Surgery%20Melbourne&query_place_id=ChIJsYTrobZA1moRAVf-AX1uqtM
Qualitas Medical Practice Rowville,3.7,864,1/1100 Wellington Rd,Rowville,Victoria,AU,https://qualitashealth.com.au/our-practices/qmprowville/,+61 3 9755 7807,Medical Center,https://www.google.com/maps/search/?api=1&query=Qualitas%20Medical%20Practice%20Rowville&query_place_id=ChIJiZKwIoo91moRTAMK9rES28Q
Monash Doctors Surgery,4.1,174,1361 Centre Rd,Clayton,Victoria,AU,https://qualitashealth.com.au/our-practices/monash-doctors-surgery/,+61 3 9562 9222,Medical Center,https://www.google.com/maps/search/?api=1&query=Monash%20Doctors%20Surgery&query_place_id=ChIJn4OBcRhr1moRP5pXhcLkjzc
Stephen Blamey,,0,301 Blackburn Rd,Mount Waverley,Victoria,AU,,+61 3 9887 8530,Surgeon,https://www.google.com/maps/search/?api=1&query=Stephen%20Blamey&query_place_id=ChIJ1bfbmfE_1moRj1eEU84RpjM
Victorian Specialist Centre,5,3,Level 1/268 Manningham Rd,Templestowe Lower,Victoria,AU,https://victorianspecialistcentre.com.au/,+61 1300 863 824,Medical Center,https://www.google.com/maps/search/?api=1&query=Victorian%20Specialist%20Centre&query_place_id=ChIJXSIhIVlH1moR4tsc5cS8fHQ
Mr Liang Low,5,14,301 Blackburn Rd,Mount Waverley,Victoria,AU,,+61 3 9887 8530,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Liang%20Low&query_place_id=ChIJ1bfbmfE_1moRGroHrgCR6bM
Bioscor International,4.9,182,182 Huntingdale Rd,Oakleigh East,Victoria,AU,https://bioscor.com.au/,+61 3 9544 7429,Hair replacement service,https://www.google.com/maps/search/?api=1&query=Bioscor%20International&query_place_id=ChIJhxhIOe1q1moR9_i7CMShy4Y
Mr Ahmed Naqeeb,5,4,343-357 Blackburn Rd,Mount Waverley,Victoria,AU,https://www.doctify.com/au/specialist/ahmed-naqeeb,+61 3 8845 7428,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Ahmed%20Naqeeb&query_place_id=ChIJA7mitg0_1moRJG77dixTBwk
Dr Jan Parker - Weight Loss Doctor,,0,370 Blackburn Rd,Glen Waverley,Victoria,AU,,+61 3 9581 2609,Weight loss service,https://www.google.com/maps/search/?api=1&query=Dr%20Jan%20Parker%20-%20Weight%20Loss%20Doctor&query_place_id=ChIJHSdIaX4_1moRPVmLJ-tldvo
Melbourne Upper GI Surgical Group,3.7,3,"Knox Private Hospital 4, 262 Mountain Hwy",Wantirna,VIC,AU,http://www.uppergi.net/,+61 3 9509 2608,Surgical center,https://www.google.com/maps/search/?api=1&query=Melbourne%20Upper%20GI%20Surgical%20Group&query_place_id=ChIJwajP6gE81moRfD533Km0beM
Mr Kiron Bhatia,,0,262 Mountain Hwy,Wantirna,Victoria,AU,,+61 3 9457 6690,Doctor,https://www.google.com/maps/search/?api=1&query=Mr%20Kiron%20Bhatia&query_place_id=ChIJfSqWlQE81moRewa-mMb-Ttc
Surrey Hills Medical Centre,4.8,640,174 Union Rd,Surrey Hills,Victoria,AU,http://www.shmc.com.au/,+61 3 9836 1366,Medical Center,https://www.google.com/maps/search/?api=1&query=Surrey%20Hills%20Medical%20Centre&query_place_id=ChIJL3O0wuBA1moRpfUHlgnLIjU
Dr Paul Burton,,0,314 Warrigal Rd,Glen Iris,Victoria,AU,,+61 3 9576 1471,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Paul%20Burton&query_place_id=ChIJk1meNTVA1moR6Zfuq6zL8zs
Dr Chiu Kang,,0,Suite 62 Level 6/1 Arnold St,Box Hill,Victoria,AU,https://www.obesity.com.au/dr-chiu-kang-bariatric-surgery-melbourne-vic.html,+61 3 9421 1166,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Chiu%20Kang&query_place_id=ChIJP76DespB1moRtrtmJCbDZCM
Eastern Health Blackburn,5,24,198 Canterbury Rd,Blackburn,Victoria,AU,https://www.easternhealth.org.au/locations/blackburn-public-surgical-centre,,Medical clinic,https://www.google.com/maps/search/?api=1&query=Eastern%20Health%20Blackburn&query_place_id=ChIJ-3aEAeQ_1moRMWHYaaCQq98
Dr. Ahmad Aly,5,6,Suite 3/195 Thompsons Rd,Bulleen,Victoria,AU,https://darebinweightlosssurgery.com.au/,+61 3 9852 3777,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Ahmad%20Aly&query_place_id=ChIJAZZI9ANH1moRZy2HwWSszHk
Doctors On Centre,4.7,309,1371 Centre Rd,Clayton,Victoria,AU,https://qualitashealth.com.au/our-practices/doctors-on-centre/,+61 3 9543 5966,Medical Center,https://www.google.com/maps/search/?api=1&query=Doctors%20On%20Centre&query_place_id=ChIJke4ymyJr1moRZPskgvKafXk
Mr.Niruben Rajasagaram - Victorian Specialist Surgery & Weight Loss Centre,4.8,18,2/4 55 Kangan Dr,Berwick,Victoria,AU,https://www.nirubenrajasagaram.au/,+61 3 8548 0318,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr.Niruben%20Rajasagaram%20-%20Victorian%20Specialist%20Surgery%20%26%20Weight%20Loss%20Centre&query_place_id=ChIJNecoU4Yb1moRKNr-bU2ua8w
Melbourne Centre- Dr. Andrew Huo,5,201,Suite G1/173 Lennox St,Richmond,Victoria,AU,http://www.melbourneweightloss.com.au/,+61 3 8594 1897,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Centre-%20Dr.%20Andrew%20Huo&query_place_id=ChIJ4c8miUdD1moRxWQlt5EmyDU
Melbourne Weight Loss Solutions,5,42,Suite 301 Level 3/100 Victoria Parade,East Melbourne,Victoria,AU,http://www.mwls.com.au/,+61 3 9416 4418,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Weight%20Loss%20Solutions&query_place_id=ChIJcUUbFOhC1moRw4GpscB_Jaw
Womens Weight Loss Surgery,4.3,17,"Consulting Suite D6, Level 1, Building 2/490 South Rd",Moorabbin,Victoria,AU,http://womensweightloss.com.au/,+61 3 8060 6694,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Womens%20Weight%20Loss%20Surgery&query_place_id=ChIJ__-_80xo1moRMXUPGsbFILg
Waverley General Practice,4.8,544,370 Blackburn Rd,Glen Waverley,Victoria,AU,http://www.waverleygp.com.au/,+61 3 9802 8155,Medical Center,https://www.google.com/maps/search/?api=1&query=Waverley%20General%20Practice&query_place_id=ChIJfdRPgfo_1moRrvHkFY0HQLg
HealthMint Medical Centre Croydon,4.8,452,"Shop MMO3, 5-15 Kent Ave",Croydon,VIC,AU,https://healthmint.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=croydon,+61 3 8777 0666,Medical Center,https://www.google.com/maps/search/?api=1&query=HealthMint%20Medical%20Centre%20Croydon&query_place_id=ChIJf9VAQIY71moRToAOWjE5Bew
Qualitas Medical Practice Clayton,4.7,1083,"Monash House, 271 Clayton Rd",Clayton,Victoria,AU,https://qualitasmedical.com.au/clayton,+61 3 9544 8333,Medical Center,https://www.google.com/maps/search/?api=1&query=Qualitas%20Medical%20Practice%20Clayton&query_place_id=ChIJ5dFLoyBr1moRW19mSXGAcok
BetterLife Surgery,5,19,267 Moreland Rd,Coburg,Victoria,AU,https://betterlifesurgery.com.au/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,+61 1300 046 046,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=BetterLife%20Surgery&query_place_id=ChIJEzAeaI9b1moRP0lHRua17FY
Elina Medical Clinc,,0,54 Kangan Dr,Berwick,Victoria,AU,https://www.elinaweightloss.com.au/,+61 3 9581 2609,Weight loss service,https://www.google.com/maps/search/?api=1&query=Elina%20Medical%20Clinc&query_place_id=ChIJNSAifzUb1moR6TqADDmc2cw
TIM BROWN PLASTIC SURGEON,4.8,232,Suite 2/40-42 Clyde Rd,Berwick,Victoria,AU,http://www.timbrown.com.au/,+61 3 8768 5000,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=TIM%20BROWN%20PLASTIC%20SURGEON&query_place_id=ChIJ5bqAKYgZ1moRkQZWbt-rd8E
Berwick Colorectal and Surgical Specialists,5,2,55 Kangan Dr,Berwick,Victoria,AU,https://bcass.com.au/contact/,+61 3 9707 0685,Doctor,https://www.google.com/maps/search/?api=1&query=Berwick%20Colorectal%20and%20Surgical%20Specialists&query_place_id=ChIJ__9P1zoa1moRVuwq3ovNZVo
Melbourne Bariatrics Peninsula,,0,Suite 7/525 McClelland Dr,Frankston,Victoria,AU,https://www.melbournebariatrics.com.au/,+61 3 9770 7189,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Bariatrics%20Peninsula&query_place_id=ChIJ92HYQqEL1moR7ALeR-4-a54
Mr.Niruben Rajasagaram | Victorian Specialist Surgery & Weight loss centre,4.7,38,"Peninsula Private Hospital Sessional Suites, Mezzanine level/525 McClelland Dr",Frankston,Victoria,AU,https://www.nirubenrajasagaram.au/,+61 3 8548 0318,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Mr.Niruben%20Rajasagaram%20%7C%20Victorian%20Specialist%20Surgery%20%26%20Weight%20loss%20centre&query_place_id=ChIJFZ3hHS4L1moRtEnbf2OPIeQ
Obesity Surgery Melbourne,,0,Suite G1/173 Lennox St,Richmond,Victoria,AU,http://www.obesity.com.au/,+61 1800 462 373,Medical Center,https://www.google.com/maps/search/?api=1&query=Obesity%20Surgery%20Melbourne&query_place_id=ChIJA4GGzvFC1moRgqaWZbuHRsU
Victorian Bariatric Surgery Centre,5,2,93 Ferguson St,Williamstown,Victoria,AU,http://victorianbariatricsurgerycentre.com.au/,+61 3 9397 2223,Surgical center,https://www.google.com/maps/search/?api=1&query=Victorian%20Bariatric%20Surgery%20Centre&query_place_id=ChIJAQCElulm1moRj-droyaHahE
Greater Eastern Obesity Surgery,,0,75 Kangan Dr,Berwick,Victoria,AU,http://www.geobesity.com.au/,+61 413 625 420,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Greater%20Eastern%20Obesity%20Surgery&query_place_id=ChIJufrDDyUa1moRAIVEaPvJCsc
360 Surgery,5,42,"Consulting Suites, 42 The Avenue",Windsor,Victoria,AU,http://www.360surgery.com.au/,+61 3 8548 0384,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=360%20Surgery&query_place_id=ChIJT-7z9t7DbIURicIq0tafFnY
Heidelberg,5,4,7/8 Martin St,Heidelberg,Victoria,AU,http://www.weightlosssurgerymelbourne.com.au/,+61 3 9457 6690,Surgical center,https://www.google.com/maps/search/?api=1&query=Heidelberg&query_place_id=ChIJA_U_KYZG1moR_tn-0XMhq30
Bariatrics Melbourne Dr Andrew Packiyanathan & Dr Damien Loh,5,188,"Suite 3, Level 3/517 St Kilda Rd",Melbourne,Victoria,AU,http://bariatricsmelbourne.com.au/,+61 3 9088 2155,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Bariatrics%20Melbourne%20Dr%20Andrew%20Packiyanathan%20%26%20Dr%20Damien%20Loh&query_place_id=ChIJr6qGlulm1moRr2bOgKZjgP8
Healthy Fit,4.9,131,191 St Georges Rd,Fitzroy North,Victoria,AU,http://www.healthyfit.com.au/,+61 3 9486 2822,Gym,https://www.google.com/maps/search/?api=1&query=Healthy%20Fit&query_place_id=ChIJrdN7RxVD1moRU8fg_nIK4tk
My Body Vibes,4.7,373,218 Elgin St,Carlton,Victoria,AU,https://www.mybodyvibes.com.au/carlton-cosmetic-clinic,+61 1300 722 911,Beauty salon,https://www.google.com/maps/search/?api=1&query=My%20Body%20Vibes&query_place_id=ChIJyy-tJ7ld1moRBEnXDCI1Cm8
Deconstructing Diabetes - Simplify Eating with Diabetes,4.9,15,180 Queens Parade,Fitzroy North,Victoria,AU,https://deconstructingdiabetes.com.au/,+61 477 962 832,Nutritionist,https://www.google.com/maps/search/?api=1&query=Deconstructing%20Diabetes%20-%20Simplify%20Eating%20with%20Diabetes&query_place_id=ChIJubvpgQtc1moRDtnnVY2hfho
"Core Hypnosis - Melbourne Hypnotherapist, Anxiety, Depression, Addiction, Phobias, Alcohol Counselling",5,28,"Four Seasons Wellness Centre, Room 5/305 Johnston St",Abbotsford,Victoria,AU,https://www.corehypnosis.com.au/,+61 432 808 450,Hypnotherapy service,https://www.google.com/maps/search/?api=1&query=Core%20Hypnosis%20-%20Melbourne%20Hypnotherapist%2C%20Anxiety%2C%20Depression%2C%20Addiction%2C%20Phobias%2C%20Alcohol%20Counselling&query_place_id=ChIJxydIgQRD1moRSvsWrzAfO3A
Melbourne Gastro-Oesophageal Surgery,5,14,Suite 301/100 Victoria Parade,East Melbourne,Victoria,AU,https://www.mgos.com.au/,+61 3 9416 4418,Surgical center,https://www.google.com/maps/search/?api=1&query=Melbourne%20Gastro-Oesophageal%20Surgery&query_place_id=ChIJaVXC1cRC1moR79fFWknBuPc
A/Prof. Michael Hii,4.9,28,Suite 301/100 Victoria Parade,East Melbourne,Victoria,AU,http://www.mwls.com.au/,+61 3 9416 4418,Surgeon,https://www.google.com/maps/search/?api=1&query=A%2FProf.%20Michael%20Hii&query_place_id=ChIJ_6rD1cRC1moRbZXzqKoNazA
Surgery Support,5,6,Suite 301 Level 3/100 Victoria Parade,East Melbourne,Victoria,AU,,+61 3 9134 6807,Health consultant,https://www.google.com/maps/search/?api=1&query=Surgery%20Support&query_place_id=ChIJaU4oHldD1moR_0L9yjL9X6c
Winnett Specialist Group,4.6,30,382 Victoria Parade,East Melbourne,Victoria,AU,http://www.winnettspecialistgroup.com.au/,+61 3 9417 1555,Surgeon,https://www.google.com/maps/search/?api=1&query=Winnett%20Specialist%20Group&query_place_id=ChIJOTGflulm1moRvmb8bDwwLAU
