business_name,surgeon_name,qualifications,procedures,rating,review_count,street,city,state,primary_location,country,phone,phone_original,website,category,google_maps_url,years_experience,estimated_procedures,slug,meta_title,meta_description,priority_score,tier,location_display
Body Catalyst Mornington,Body Catalyst Mornington,,,4.8,26,Shop 2/191 Main St,Mornington,VIC,Other,AU,+61359065703,+61 3 5906 5703,https://www.bodycatalyst.com.au/locations/mornington/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-mornington,Medical spa,https://www.google.com/maps/search/?api=1&query=Body%20Catalyst%20Mornington&query_place_id=ChIJAwzYgOrZ1WoRbErtYtreljE,7,1050,body-catalyst-mornington-mornington,Body Catalyst Mornington - Bariatric Surgeon Mornington | Gastric Sleeve & Bypass,"Body Catalyst Mornington is an experienced bariatric surgeon in Mornington with 7+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",87.36,2,"Mornington, VIC"
Hobson Healthcare - Sydenham,Hobson Healthcare - Sydenham,,,4.4,28,566 Melton Hwy,Sydenham,VIC,Other,AU,+61383616400,+61 3 8361 6400,http://hobsonhealthcare.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Hobson%20Healthcare%20-%20Sydenham&query_place_id=ChIJCQQ8b9z11moRT2r0Eddj-dA,7,1050,hobson-healthcare-sydenham-sydenham,Hobson Healthcare - Sydenham - Bariatric Surgeon Sydenham | Gastric Sleeve & Bypass,"Hobson Healthcare - Sydenham is an experienced bariatric surgeon in Sydenham with 7+ years experience. Rating: 4.4 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",86.24,2,"Sydenham, VIC"
Prime Anaesthetics,Prime Anaesthetics,,,4.7,26,"Suite 9, Level 4, St George Private Hospital, 1 South St",Kogarah,NSW,Sydney,AU,+61295531566,+61 2 9553 1566,http://primeweb.com.au/,Anesthesiologist,https://www.google.com/maps/search/?api=1&query=Prime%20Anaesthetics&query_place_id=ChIJEXvvweO5EmsRjPk0F4gIy0w,7,1050,prime-anaesthetics-kogarah,Prime Anaesthetics - Bariatric Surgeon Kogarah | Gastric Sleeve & Bypass,"Prime Anaesthetics is an experienced bariatric surgeon in Kogarah with 7+ years experience. Rating: 4.7 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",85.54,2,"Kogarah, NSW"
Glen Iris Private,Glen Iris Private,,,4.7,26,314 Warrigal Rd,Glen Iris,VIC,Other,AU,+61388082300,+61 3 8808 2300,https://curagroup.com.au/hospital/glen-iris-private/,Private hospital,https://www.google.com/maps/search/?api=1&query=Glen%20Iris%20Private&query_place_id=ChIJKbWbNjVA1moRZT6u3HTVrfQ,7,1050,glen-iris-private-glen-iris,Glen Iris Private - Bariatric Surgeon Glen Iris | Gastric Sleeve & Bypass,"Glen Iris Private is an experienced bariatric surgeon in Glen Iris with 7+ years experience. Rating: 4.7 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",85.54,2,"Glen Iris, VIC"
MMC Belgrave,MMC Belgrave,,,3.7,33,1592 Burwood Hwy,Belgrave,VIC,Other,AU,+61382881350,+61 3 8288 1350,https://mmcbelgrave.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=MMC%20Belgrave&query_place_id=ChIJRxPMoA0j1moRZ8YPHcPchl4,7,1050,mmc-belgrave-belgrave,MMC Belgrave - Bariatric Surgeon Belgrave | Gastric Sleeve & Bypass,"MMC Belgrave is an experienced bariatric surgeon in Belgrave with 7+ years experience. Rating: 3.7 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",85.47,3,"Belgrave, VIC"
Eastern Health Blackburn,Eastern Health Blackburn,,,5,24,198 Canterbury Rd,Blackburn,VIC,Other,AU,,,https://www.easternhealth.org.au/locations/blackburn-public-surgical-centre,Medical clinic,https://www.google.com/maps/search/?api=1&query=Eastern%20Health%20Blackburn&query_place_id=ChIJ-3aEAeQ_1moRMWHYaaCQq98,7,1050,eastern-health-blackburn-blackburn,Eastern Health Blackburn - Bariatric Surgeon Blackburn | Gastric Sleeve & Bypass,"Eastern Health Blackburn is an experienced bariatric surgeon in Blackburn with 7+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",84.00,2,"Blackburn, VIC"
Endocrine Specialist Centre,Endocrine Specialist Centre,,,3.7,31,Level 2 Suite 9/50 Upper Heidelberg Rd,Ivanhoe,VIC,Other,AU,+61394592699,+61 3 9459 2699,http://endocrine.net.au/,Endocrinologist,https://www.google.com/maps/search/?api=1&query=Endocrine%20Specialist%20Centre&query_place_id=ChIJEztle4tG1moRBxvi7mabrX0,7,1050,endocrine-specialist-centre-ivanhoe,Endocrine Specialist Centre - Bariatric Surgeon Ivanhoe | Gastric Sleeve & Bypass,"Endocrine Specialist Centre is an experienced bariatric surgeon in Ivanhoe with 7+ years experience. Rating: 3.7 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",80.29,3,"Ivanhoe, VIC"
Dr André Safvat - Specialist Plastic Surgeon at Ethique Plastic Surgery Miranda,André Safvat - Specialist Plastic Surgeon at Ethique Plastic Surgery Miranda,Dr,,4.5,22,Suite 205A/531-533 Kingsway,Miranda,NSW,Sydney,AU,+61285443270,+61 2 8544 3270,https://ethiqueplasticsurgery.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Andr%C3%A9%20Safvat%20-%20Specialist%20Plastic%20Surgeon%20at%20Ethique%20Plastic%20Surgery%20Miranda&query_place_id=ChIJmeGWXC6lEmsRTqr_sdl3XI8,8,1200,andr-safvat-specialist-plastic-surgeon-at-ethique-plastic-surgery-miranda-miranda,André Safvat - Specialist Plastic Surgeon at Ethique Plastic Surgery Miranda - Bariatric Surgeon Miranda | Gastric Sleeve & Bypass,"André Safvat - Specialist Plastic Surgeon at Ethique Plastic Surgery Miranda is an experienced bariatric surgeon in Miranda with 8+ years experience. Rating: 4.5 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",79.20,2,"Miranda, NSW"
Sydney Breast & Cosmetic Surgery,Sydney Breast & Cosmetic Surgery,,,5,22,"East Sydney Private Suites, Suite 2 Level 5/75 Crown St",Woolloomooloo,NSW,Other,AU,(013) 007 27287,+61 1300 727 287,https://www.sydneybreastandcosmeticsurgery.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Sydney%20Breast%20%26%20Cosmetic%20Surgery&query_place_id=ChIJE-Z8of-vEmsRwtyh7aqDno8,7,1050,sydney-breast-cosmetic-surgery-woolloomooloo,Sydney Breast & Cosmetic Surgery - Bariatric Surgeon Woolloomooloo | Gastric Sleeve & Bypass,"Sydney Breast & Cosmetic Surgery is an experienced bariatric surgeon in Woolloomooloo with 7+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",77.00,2,"Woolloomooloo, NSW"
Formulite,Formulite,,general-bariatric,4.9,22,2/175 Lord St,Richmond,VIC,Melbourne,AU,(013) 000 02230,+61 1300 002 230,https://formulite.com.au/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Formulite&query_place_id=ChIJ_SIG2hFD1moR0qqRtENouXk,7,1050,formulite-richmond,Formulite - Bariatric Surgeon Richmond | Gastric Sleeve & Bypass,"Formulite is an experienced bariatric surgeon in Richmond with 7+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",75.46,2,"Richmond, VIC"
Tan Alwin Mr,Tan Alwin Mr,,,3.9,27,Level 1 Of/350 Main St,Mornington,VIC,Other,AU,+61359736609,+61 3 5973 6609,,Urologist,https://www.google.com/maps/search/?api=1&query=Tan%20Alwin%20Mr&query_place_id=ChIJx8L2MFHZ1WoRLA14GdvhAfY,7,1050,tan-alwin-mr-mornington,Tan Alwin Mr - Bariatric Surgeon Mornington | Gastric Sleeve & Bypass,"Tan Alwin Mr is an experienced bariatric surgeon in Mornington with 7+ years experience. Rating: 3.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",73.71,3,"Mornington, VIC"
"Heartcare Sydney – Dr Reza Moazzeni, Cardiologist","Heartcare Sydney – Dr Reza Moazzeni, Cardiologist",,,5,21,Level 3 Office 33/163-171 Hawkesbury Rd,Westmead,NSW,Other,AU,+61284019598,+61 2 8401 9598,https://heartcare.sydney/,Cardiologist,https://www.google.com/maps/search/?api=1&query=Heartcare%20Sydney%20%E2%80%93%20Dr%20Reza%20Moazzeni%2C%20Cardiologist&query_place_id=ChIJJck4X--iEmsRpTDPZiYiXQ0,7,1050,heartcare-sydney-dr-reza-moazzeni-cardiologist-westmead,"Heartcare Sydney – Dr Reza Moazzeni, Cardiologist - Bariatric Surgeon Westmead | Gastric Sleeve & Bypass","Heartcare Sydney – Dr Reza Moazzeni, Cardiologist is an experienced bariatric surgeon in Westmead with 7+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",73.50,2,"Westmead, NSW"
Conquer Allied Health,Conquer Allied Health,,,5,21,11 Wray Cres,Mount Evelyn,VIC,Other,AU,+61382032814,+61 3 8203 2814,https://www.conqueralliedhealth.com.au/,Rehabilitation center,https://www.google.com/maps/search/?api=1&query=Conquer%20Allied%20Health&query_place_id=ChIJtVVHnx8v1moRONm4gJTML6Q,7,1050,conquer-allied-health-mount-evelyn,Conquer Allied Health - Bariatric Surgeon Mount Evelyn | Gastric Sleeve & Bypass,"Conquer Allied Health is an experienced bariatric surgeon in Mount Evelyn with 7+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",73.50,2,"Mount Evelyn, VIC"
Pearcedale Medical Centre,Pearcedale Medical Centre,,,4.2,25,58 Baxter-Tooradin Rd,Pearcedale,VIC,Other,AU,+61359785533,+61 3 5978 5533,http://www.pearcedalemedical.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Pearcedale%20Medical%20Centre&query_place_id=ChIJP2P5NvMJ1moR51JMj_6hghU,7,1050,pearcedale-medical-centre-pearcedale,Pearcedale Medical Centre - Bariatric Surgeon Pearcedale | Gastric Sleeve & Bypass,"Pearcedale Medical Centre is an experienced bariatric surgeon in Pearcedale with 7+ years experience. Rating: 4.2 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",73.50,2,"Pearcedale, VIC"
The Kinghorn Cancer Centre,The Kinghorn Cancer Centre,,,4.9,21,370 Victoria St,Darlinghurst,NSW,Other,AU,+61293555600,+61 2 9355 5600,http://tkcc.org.au/contact-us/,Cancer treatment center,https://www.google.com/maps/search/?api=1&query=The%20Kinghorn%20Cancer%20Centre&query_place_id=ChIJd5p20BGuEmsR1MP3UJj3_gc,7,1050,the-kinghorn-cancer-centre-darlinghurst,The Kinghorn Cancer Centre - Bariatric Surgeon Darlinghurst | Gastric Sleeve & Bypass,"The Kinghorn Cancer Centre is an experienced bariatric surgeon in Darlinghurst with 7+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",72.03,2,"Darlinghurst, NSW"
Baker Heart and Diabetes Institute,Baker Heart and Diabetes Institute,,,2.9,35,"Alfred Centre, Level 4/99 Commercial Rd",Melbourne,VIC,Melbourne,AU,+61385321800,+61 3 8532 1800,https://baker.edu.au/,Research institute,https://www.google.com/maps/search/?api=1&query=Baker%20Heart%20and%20Diabetes%20Institute&query_place_id=ChIJXws9iSNo1moRLvrviHB0y_Y,7,1050,baker-heart-and-diabetes-institute-melbourne,Baker Heart and Diabetes Institute - Bariatric Surgeon Melbourne | Gastric Sleeve & Bypass,"Baker Heart and Diabetes Institute is an experienced bariatric surgeon in Melbourne with 7+ years experience. Rating: 2.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",71.05,3,"Melbourne, VIC"
Verve Cosmetic Clinic,Verve Cosmetic Clinic,,,4.6,22,Unit 1/202 Jersey Rd,Woollahra,NSW,Other,AU,+61293632224,+61 2 9363 2224,https://www.vervecosmeticclinic.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,Surgeon,https://www.google.com/maps/search/?api=1&query=Verve%20Cosmetic%20Clinic&query_place_id=ChIJ3YrtLuOtEmsRtsinqMMOWrc,7,1050,verve-cosmetic-clinic-woollahra,Verve Cosmetic Clinic - Bariatric Surgeon Woollahra | Gastric Sleeve & Bypass,"Verve Cosmetic Clinic is an experienced bariatric surgeon in Woollahra with 7+ years experience. Rating: 4.6 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",70.84,2,"Woollahra, NSW"
Myra Beauty And Makeup,Myra Beauty And Makeup,,,4.8,21,16 Massa Dr,Mernda,VIC,Other,AU,+61404679672,+61 404 679 672,https://www.myrabeautysalon.com.au/,Beauty salon,https://www.google.com/maps/search/?api=1&query=Myra%20Beauty%20And%20Makeup&query_place_id=ChIJ2V6DK-9L1moRDYKNRei3eVY,7,1050,myra-beauty-and-makeup-mernda,Myra Beauty And Makeup - Bariatric Surgeon Mernda | Gastric Sleeve & Bypass,"Myra Beauty And Makeup is an experienced bariatric surgeon in Mernda with 7+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",70.56,2,"Mernda, VIC"
My Klinik Castle Hill,My Klinik Castle Hill,,,4.6,21,"Barwell Centre, Suite 25/7-9 Barwell Ave",Castle Hill,NSW,Sydney,AU,(013) 000 50544,+61 1300 050 544,https://drjakelim.com.au/,Plastic surgery clinic,https://www.google.com/maps/search/?api=1&query=My%20Klinik%20Castle%20Hill&query_place_id=ChIJDeG00XShEmsRYjtUExw_Re0,7,1050,my-klinik-castle-hill-castle-hill,My Klinik Castle Hill - Bariatric Surgeon Castle Hill | Gastric Sleeve & Bypass,"My Klinik Castle Hill is an experienced bariatric surgeon in Castle Hill with 7+ years experience. Rating: 4.6 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",67.62,2,"Castle Hill, NSW"
A/Prof Carolyn Jameson,Carolyn Jameson,A/Prof,,5,6,"Suite 201, Level 2, Westmead Private Hospital",Westmead,NSW,Other,AU,,,https://ghka.xyz/business/aprof-carolyn-jameson-xerk9k,Surgeon,https://www.google.com/maps/search/?api=1&query=A%2FProf%20Carolyn%20Jameson&query_place_id=ChIJwQ8o3u2iEmsRV8pI6q3k-X8,20,2100,carolyn-jameson-westmead,Carolyn Jameson - Bariatric Surgeon Westmead | Gastric Sleeve & Bypass,"Carolyn Jameson is an experienced bariatric surgeon in Westmead with 20+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",60.00,3,"Westmead, NSW"
Professor Wendy Brown,Wendy Brown,Professor,,4.3,6,"Suite 7, Level 1/517 St Kilda Rd",Melbourne,VIC,Melbourne,AU,+61386520373,+61 3 8652 0373,https://tyox.org/business/professor-wendy-brown-oi8ifv,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Professor%20Wendy%20Brown&query_place_id=ChIJQUHlo2tp1moRLkL0_JR5ELE,20,2100,wendy-brown-melbourne,Wendy Brown - Bariatric Surgeon Melbourne | Gastric Sleeve & Bypass,"Wendy Brown is an experienced bariatric surgeon in Melbourne with 20+ years experience. Rating: 4.3 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",51.60,3,"Melbourne, VIC"
My Body Vibes Doncaster,My Body Vibes Doncaster,,,5,20,"Westfield Doncaster Shopping Centre, Level G/619 Doncaster Rd",Doncaster,VIC,Other,AU,(013) 007 22911,+61 1300 722 911,https://www.mybodyvibes.com.au/,Beauty salon,https://www.google.com/maps/search/?api=1&query=My%20Body%20Vibes%20Doncaster&query_place_id=ChIJkQt18NJH1moR8JFFrAvdwBw,5,750,my-body-vibes-doncaster-doncaster,My Body Vibes Doncaster - Bariatric Surgeon Doncaster | Gastric Sleeve & Bypass,"My Body Vibes Doncaster is an experienced bariatric surgeon in Doncaster with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",50.00,2,"Doncaster, VIC"
L2 Skin & Beauty Clinics｜澳洲连锁医美中心L2 Glen店,L2 Skin & Beauty Clinics｜澳洲连锁医美中心L2 Glen店,,,5,20,"235, Shop G/057 Springvale Rd",Glen Waverley,VIC,Melbourne,AU,+61421799788,+61 421 799 788,,Beauty salon,https://www.google.com/maps/search/?api=1&query=L2%20Skin%20%26%20Beauty%20Clinics%EF%BD%9C%E6%BE%B3%E6%B4%B2%E8%BF%9E%E9%94%81%E5%8C%BB%E7%BE%8E%E4%B8%AD%E5%BF%83L2%20Glen%E5%BA%97&query_place_id=ChIJgS-o1Ds_1moRNZyvy9RngaI,5,750,l2-skin-beauty-clinicsl2-glen-glen-waverley,L2 Skin & Beauty Clinics｜澳洲连锁医美中心L2 Glen店 - Bariatric Surgeon Glen Waverley | Gastric Sleeve & Bypass,"L2 Skin & Beauty Clinics｜澳洲连锁医美中心L2 Glen店 is an experienced bariatric surgeon in Glen Waverley with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",50.00,2,"Glen Waverley, VIC"
Dr Rebecca Wyten - Specialist Plastic Surgeon,Rebecca Wyten - Specialist Plastic Surgeon,Dr,,5,20,260 Mitcham Rd,Mitcham,VIC,Other,AU,+61390184087,+61 3 9018 4087,https://drrebeccawyten.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Rebecca%20Wyten%20-%20Specialist%20Plastic%20Surgeon&query_place_id=ChIJjzi5GYBB1moRnDdiA8NRnZs,5,750,rebecca-wyten-specialist-plastic-surgeon-mitcham,Rebecca Wyten - Specialist Plastic Surgeon - Bariatric Surgeon Mitcham | Gastric Sleeve & Bypass,"Rebecca Wyten - Specialist Plastic Surgeon is an experienced bariatric surgeon in Mitcham with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",50.00,2,"Mitcham, VIC"
Dr Jake Lim,Jake Lim,Dr,,4.9,20,"Suite 25, 7/9 Barwell Ave",Castle Hill,NSW,Sydney,AU,+61298939388,+61 2 9893 9388,https://drjakelim.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Jake%20Lim&query_place_id=ChIJr8ZNcuSjEmsRykyk-VJw3aw,5,750,jake-lim-castle-hill,Jake Lim - Bariatric Surgeon Castle Hill | Gastric Sleeve & Bypass,"Jake Lim is an experienced bariatric surgeon in Castle Hill with 5+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",49.00,2,"Castle Hill, NSW"
Dr Michael Crawford,Michael Crawford,Dr,general-bariatric,5,19,314/100 Carillon Ave,Newtown,NSW,Sydney,AU,+61295654854,+61 2 9565 4854,https://drmichaelcrawford.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Michael%20Crawford&query_place_id=ChIJJwF0oi2wEmsRp9ufCG3d1rg,5,750,michael-crawford-newtown,Michael Crawford - Bariatric Surgeon Newtown | Gastric Sleeve & Bypass,"Michael Crawford is an experienced bariatric surgeon in Newtown with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",47.50,3,"Newtown, NSW"
North Eastern,North Eastern,,,5,19,1 Arnold St,Box Hill,VIC,Melbourne,AU,+61398957215,+61 3 9895 7215,https://www.melbourneobesitysurgery.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=North%20Eastern&query_place_id=ChIJrRXWnu5C1moR_rfGQok6aPA,5,750,north-eastern-box-hill,North Eastern - Bariatric Surgeon Box Hill | Gastric Sleeve & Bypass,"North Eastern is an experienced bariatric surgeon in Box Hill with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",47.50,3,"Box Hill, VIC"
BetterLife Surgery,BetterLife Surgery,,general-bariatric,5,19,267 Moreland Rd,Coburg,VIC,Melbourne,AU,(013) 000 46046,+61 1300 046 046,https://betterlifesurgery.com.au/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=BetterLife%20Surgery&query_place_id=ChIJEzAeaI9b1moRP0lHRua17FY,5,750,betterlife-surgery-coburg,BetterLife Surgery - Bariatric Surgeon Coburg | Gastric Sleeve & Bypass,"BetterLife Surgery is an experienced bariatric surgeon in Coburg with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",47.50,3,"Coburg, VIC"
Precision Upper GI Surgery - Dr Manjunath Siddaiah-Subramanya / Dr Manju,Precision Upper GI Surgery - Dr Manjunath Siddaiah-Subramanya / Dr Manju,,,4.9,19,Suite 101/68 Eldridge Rd,Bankstown,NSW,Sydney,AU,+61297932170,+61 2 9793 2170,https://precisionuppergisurgery.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Precision%20Upper%20GI%20Surgery%20-%20Dr%20Manjunath%20Siddaiah-Subramanya%20%2F%20Dr%20Manju&query_place_id=ChIJVxKRlke_EmsRo4ssECWLSBw,5,750,precision-upper-gi-surgery-dr-manjunath-siddaiah-subramanya-dr-manju-bankstown,Precision Upper GI Surgery - Dr Manjunath Siddaiah-Subramanya / Dr Manju - Bariatric Surgeon Bankstown | Gastric Sleeve & Bypass,"Precision Upper GI Surgery - Dr Manjunath Siddaiah-Subramanya / Dr Manju is an experienced bariatric surgeon in Bankstown with 5+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",46.55,3,"Bankstown, NSW"
Body And Health Solutions,Body And Health Solutions,,general-bariatric,4.9,19,11 Thomas Holmes St,Maribyrnong,VIC,Other,AU,+61393178919,+61 3 9317 8919,http://bodyandhealthsolutions.net.au/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Body%20And%20Health%20Solutions&query_place_id=ChIJyc0AK8Fd1moRL6Tn2QeHgWY,5,750,body-and-health-solutions-maribyrnong,Body And Health Solutions - Bariatric Surgeon Maribyrnong | Gastric Sleeve & Bypass,"Body And Health Solutions is an experienced bariatric surgeon in Maribyrnong with 5+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",46.55,3,"Maribyrnong, VIC"
Dr Roy Hopkins - Upper GI & Bariatric Surgeon,Roy Hopkins,Dr,general-bariatric,5,18,"St George Private Hospital, Suite 14A, Level 5/1 South St",Kogarah,NSW,Sydney,AU,+61291884550,+61 2 9188 4550,https://www.sydneyuppergi.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Roy%20Hopkins%20-%20Upper%20GI%20%26%20Bariatric%20Surgeon&query_place_id=ChIJLeOeOZG5EmsRbQQUsKia43U,5,750,roy-hopkins-kogarah,Roy Hopkins - Bariatric Surgeon Kogarah | Gastric Sleeve & Bypass,"Roy Hopkins is an experienced bariatric surgeon in Kogarah with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",45.00,3,"Kogarah, NSW"
Melbourne Integrative Oncology Group,Melbourne Integrative Oncology Group,,,4.4,20,769 South Rd,Bentleigh East,VIC,Other,AU,+61395717498,+61 3 9571 7498,https://www.miog.com.au/,Health consultant,https://www.google.com/maps/search/?api=1&query=Melbourne%20Integrative%20Oncology%20Group&query_place_id=ChIJOe5rh-Vr1moR8DEaY2-ecfE,5,750,melbourne-integrative-oncology-group-bentleigh-east,Melbourne Integrative Oncology Group - Bariatric Surgeon Bentleigh East | Gastric Sleeve & Bypass,"Melbourne Integrative Oncology Group is an experienced bariatric surgeon in Bentleigh East with 5+ years experience. Rating: 4.4 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",44.00,2,"Bentleigh East, VIC"
Dr Michael Devadas,Michael Devadas,Dr,,4.6,19,"Norwest Hospital, Green Lift, Suite C202/9 Norbrik Dr",Baulkham Hills,NSW,Other,AU,(013) 009 36875,+61 1300 936 875,http://drmichaeldevadas.com/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Michael%20Devadas&query_place_id=ChIJ0cW2tuWhEmsR3QM1FLeRx7k,5,750,michael-devadas-baulkham-hills,Michael Devadas - Bariatric Surgeon Baulkham Hills | Gastric Sleeve & Bypass,"Michael Devadas is an experienced bariatric surgeon in Baulkham Hills with 5+ years experience. Rating: 4.6 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",43.70,3,"Baulkham Hills, NSW"
Nepean Weight loss Surgery,Nepean Weight loss Surgery,,general-bariatric,4.8,18,40 Colless St,Penrith,NSW,Sydney,AU,+61247217533,+61 2 4721 7533,http://www.nepeanweightloss.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Nepean%20Weight%20loss%20Surgery&query_place_id=ChIJX7rRPIuFEmsR-YlHRFE0Its,5,750,nepean-weight-loss-surgery-penrith,Nepean Weight loss Surgery - Bariatric Surgeon Penrith | Gastric Sleeve & Bypass,"Nepean Weight loss Surgery is an experienced bariatric surgeon in Penrith with 5+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",43.20,3,"Penrith, NSW"
Mr.Niruben Rajasagaram - Victorian Specialist Surgery & Weight Loss Centre,Mr.Niruben Rajasagaram - Victorian Specialist Surgery & Weight Loss Centre,Mr.,general-bariatric,4.8,18,2/4 55 Kangan Dr,Berwick,VIC,Melbourne,AU,+61385480318,+61 3 8548 0318,https://www.nirubenrajasagaram.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr.Niruben%20Rajasagaram%20-%20Victorian%20Specialist%20Surgery%20%26%20Weight%20Loss%20Centre&query_place_id=ChIJNecoU4Yb1moRKNr-bU2ua8w,5,750,mrniruben-rajasagaram-victorian-specialist-surgery-weight-loss-centre-berwick,Mr.Niruben Rajasagaram - Victorian Specialist Surgery & Weight Loss Centre - Bariatric Surgeon Berwick | Gastric Sleeve & Bypass,"Mr.Niruben Rajasagaram - Victorian Specialist Surgery & Weight Loss Centre is an experienced bariatric surgeon in Berwick with 5+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",43.20,3,"Berwick, VIC"
The Sydney Institute for Obesity Surgery,The Sydney Institute for Obesity Surgery,,general-bariatric,4.6,18,185 Marion St,Leichhardt,NSW,Other,AU,+61280804644,+61 2 8080 4644,https://sios.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=The%20Sydney%20Institute%20for%20Obesity%20Surgery&query_place_id=ChIJowdj_pm6EmsRcDtni0KTjCY,5,750,the-sydney-institute-for-obesity-surgery-leichhardt,The Sydney Institute for Obesity Surgery - Bariatric Surgeon Leichhardt | Gastric Sleeve & Bypass,"The Sydney Institute for Obesity Surgery is an experienced bariatric surgeon in Leichhardt with 5+ years experience. Rating: 4.6 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",41.40,3,"Leichhardt, NSW"
Advanced Surgicare,Advanced Surgicare,,general-bariatric,5,16,"Macarthur Specialist Consulting Suites Suite 114, Level 1 Building A/4 Hyde Parade",Campbelltown,NSW,Sydney,AU,(013) 005 51533,+61 1300 551 533,https://www.advancedobesitysurgery.com.au/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business-cam&utm_term=googlemybusinesscamp,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Advanced%20Surgicare&query_place_id=ChIJqxbnLPHuEmsRiLXPcqDpRqY,5,750,advanced-surgicare-campbelltown,Advanced Surgicare - Bariatric Surgeon Campbelltown | Gastric Sleeve & Bypass,"Advanced Surgicare is an experienced bariatric surgeon in Campbelltown with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",40.00,3,"Campbelltown, NSW"
